AlbumId,Title,Name,ArtistId
96,A Real Live One,Iron Maiden,90
97,Brave New World,Iron Maiden,90
98,Dance Of Death,Iron Maiden,90
99,Fear Of The Dark,Iron Maiden,90
100,Iron Maiden,Iron Maiden,90
101,Killers,Iron Maiden,90
102,Live After Death,Iron Maiden,90
103,Live At Donington 1992 (Disc 1),Iron Maiden,90
104,Live At Donington 1992 (Disc 2),Iron Maiden,90
105,No Prayer For The Dying,Iron Maiden,90
106,Piece Of Mind,Iron Maiden,90
107,Powerslave,Iron Maiden,90
108,Rock In Rio [CD1],Iron Maiden,90
109,Rock In Rio [CD2],Iron Maiden,90
110,Seventh Son of a Seventh Son,Iron Maiden,90
111,Somewhere in Time,Iron Maiden,90
112,The Number of The Beast,Iron Maiden,90
113,The X Factor,Iron Maiden,90
114,Virtual XI,Iron Maiden,90
115,Sex Machine,James Brown,91
116,Emergency On Planet Earth,Jamiroquai,92
117,Synkronized,Jamiroquai,92
118,The Return Of The Space Cowboy,Jamiroquai,92
119,Get Born,JET,93
120,Are You Experienced?,Jimi Hendrix,94
121,Surfing with the Alien (Remastered),Joe Satriani,95
123,Jota Quest-1995,Jota Quest,96
124,Cafezinho,João Suplicy,97
125,Living After Midnight,Judas Priest,98
139,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,99
140,Mais Do Mesmo,Legião Urbana,99
141,Greatest Hits,Lenny Kravitz,100
142,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,101
143,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,101
144,Misplaced Childhood,Marillion,102
145,Barulhinho Bom,Marisa Monte,103
146,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,104
147,The Best Of Men At Work,Men At Work,105
160,Ace Of Spades,Motörhead,106
161,Demorou...,Mônica Marianno,108
162,Motley Crue Greatest Hits,Mötley Crüe,109
163,From The Muddy Banks Of The Wishkah [Live],Nirvana,110
164,Nevermind,Nirvana,110
165,Compositores,O Terço,111
166,Olodum,Olodum,112
167,Acústico MTV,Os Paralamas Do Sucesso,113
168,Arquivo II,Os Paralamas Do Sucesso,113
169,Arquivo Os Paralamas Do Sucesso,Os Paralamas Do Sucesso,113
170,Bark at the Moon (Remastered),Ozzy Osbourne,114
171,Blizzard of Ozz,Ozzy Osbourne,114
172,Diary of a Madman (Remastered),Ozzy Osbourne,114
173,No More Tears (Remastered),Ozzy Osbourne,114
174,Tribute,Ozzy Osbourne,114
256,Speak of the Devil,Ozzy Osbourne,114
175,Walking Into Clarksdale,Page & Plant,115
176,Original Soundtracks 1,Passengers,116
177,The Beast Live,Paul D'Ianno,117
178,Live On Two Legs [Live],Pearl Jam,118
179,Pearl Jam,Pearl Jam,118
180,Riot Act,Pearl Jam,118
181,Ten,Pearl Jam,118
182,Vs.,Pearl Jam,118
183,Dark Side Of The Moon,Pink Floyd,120
184,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp,121
187,Out Of Time,R.E.M. Feat. Kate Pearson,122
188,Green,R.E.M.,124
189,New Adventures In Hi-Fi,R.E.M.,124
190,The Best Of R.E.M.: The IRS Years,R.E.M.,124
191,Cesta Básica,Raimundos,125
192,Raul Seixas,Raul Seixas,126
193,Blood Sugar Sex Magik,Red Hot Chili Peppers,127
194,By The Way,Red Hot Chili Peppers,127
195,Californication,Red Hot Chili Peppers,127
196,Retrospective I (1974-1980),Rush,128
199,Maquinarama,Skank,130
200,O Samba Poconé,Skank,130
201,Judas 0: B-Sides and Rarities,Smashing Pumpkins,131
202,Rotten Apples: Greatest Hits,Smashing Pumpkins,131
203,A-Sides,Soundgarden,132
205,In Step,Stevie Ray Vaughan & Double Trouble,133
206,Core,Stone Temple Pilots,134
207,Mezmerize,System Of A Down,135
208,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",136
209,Live [Disc 1],The Black Crowes,137
210,Live [Disc 2],The Black Crowes,137
211,The Singles,The Clash,138
212,Beyond Good And Evil,The Cult,139
213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,139
214,The Doors,The Doors,140
215,The Police Greatest Hits,The Police,141
216,"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,142
217,No Security,The Rolling Stones,142
218,Voodoo Lounge,The Rolling Stones,142
219,Tangents,The Tea Party,143
220,Transmission,The Tea Party,143
221,My Generation - The Very Best Of The Who,The Who,144
222,Serie Sem Limite (Disc 1),Tim Maia,145
223,Serie Sem Limite (Disc 2),Tim Maia,145
224,Acústico,Titãs,146
225,Volume Dois,Titãs,146
226,Battlestar Galactica: The Story So Far,Battlestar Galactica,147
227,"Battlestar Galactica, Season 3",Battlestar Galactica,147
228,"Heroes, Season 1",Heroes,148
229,"Lost, Season 3",Lost,149
230,"Lost, Season 1",Lost,149
231,"Lost, Season 2",Lost,149
261,"LOST, Season 4",Lost,149
232,Achtung Baby,U2,150
233,All That You Can't Leave Behind,U2,150
234,B-Sides 1980-1990,U2,150
235,How To Dismantle An Atomic Bomb,U2,150
236,Pop,U2,150
237,Rattle And Hum,U2,150
238,The Best Of 1980-1990,U2,150
239,War,U2,150
240,Zooropa,U2,150
255,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,150
241,UB40 The Best Of - Volume Two [UK],UB40,151
242,Diver Down,Van Halen,152
243,"The Best Of Van Halen, Vol. I",Van Halen,152
244,Van Halen,Van Halen,152
245,Van Halen III,Van Halen,152
246,Contraband,Velvet Revolver,153
248,Ao Vivo [IMPORT],Zeca Pagodinho,155
249,"The Office, Season 1",The Office,156
250,"The Office, Season 2",The Office,156
251,"The Office, Season 3",The Office,156
252,Un-Led-Ed,Dread Zeppelin,157
253,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),158
254,Aquaman,Aquaman,159
257,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,179
258,House of Pain,House Of Pain,180
260,Cake: B-Sides and Rarities,Cake,196
262,Quiet Songs,Aisha Duo,197
263,Muso Ko,Habib Koité and Bamada,198
264,Realize,Karsh Kale,199
265,Every Kind of Light,The Posies,200
266,Duos II,Luciana Souza/Romero Lubambo,201
267,Worlds,Aaron Goldberg,202
268,The Best of Beethoven,Nicolaus Esterhazy Sinfonia,203
269,Temple of the Dog,Temple of the Dog,204
270,Carry On,Chris Cornell,205
272,Adorate Deum: Gregorian Chant from the Proper of the Mass,Alberto Turco & Nova Schola Gregoriana,206
273,Allegri: Miserere,"Richard Marlow & The Choir of Trinity College, Cambridge",207
274,Pachelbel: Canon & Gigue,English Concert & Trevor Pinnock,208
315,Handel: Music for the Royal Fireworks (Original Version 1749),English Concert & Trevor Pinnock,208
275,Vivaldi: The Four Seasons,"Anne-Sophie Mutter, Herbert Von Karajan & Wiener Philharmoniker",209
276,Bach: Violin Concertos,"Hilary Hahn, Jeffrey Kahane, Los Angeles Chamber Orchestra & Margaret Batjer",210
277,Bach: Goldberg Variations,Wilhelm Kempff,211
278,Bach: The Cello Suites,Yo-Yo Ma,212
279,Handel: The Messiah (Highlights),Scholars Baroque Ensemble,213
280,The World of Classical Favourites,Academy of St. Martin in the Fields & Sir Neville Marriner,214
281,Sir Neville Marriner: A Celebration,Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,215
282,Mozart: Wind Concertos,"Berliner Philharmoniker, Claudio Abbado & Sabine Meyer",216
283,Haydn: Symphonies 99 - 104,Royal Philharmonic Orchestra & Sir Thomas Beecham,217
284,Beethoven: Symhonies Nos. 5 & 6,Orchestre Révolutionnaire et Romantique & John Eliot Gardiner,218
285,A Soprano Inspired,"Britten Sinfonia, Ivor Bolton & Lesley Garrett",219
286,Great Opera Choruses,"Chicago Symphony Chorus, Chicago Symphony Orchestra & Sir Georg Solti",220
287,Wagner: Favourite Overtures,Sir Georg Solti & Wiener Philharmoniker,221
288,"Fauré: Requiem, Ravel: Pavane & Others","Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair",222
289,Tchaikovsky: The Nutcracker,London Symphony Orchestra & Sir Charles Mackerras,223
290,The Last Night of the Proms,Barry Wordsworth & BBC Concert Orchestra,224
291,Puccini: Madama Butterfly - Highlights,"Herbert Von Karajan, Mirella Freni & Wiener Philharmoniker",225
292,"Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies",Eugene Ormandy,226
311,Strauss: Waltzes,Eugene Ormandy,226
343,Respighi:Pines of Rome,Eugene Ormandy,226
293,Pavarotti's Opera Made Easy,Luciano Pavarotti,227
294,Great Performances - Barber's Adagio and Other Romantic Favorites for Strings,Leonard Bernstein & New York Philharmonic,228
295,Carmina Burana,Boston Symphony Orchestra & Seiji Ozawa,229
296,"A Copland Celebration, Vol. I",Aaron Copland & London Symphony Orchestra,230
297,Bach: Toccata & Fugue in D Minor,Ton Koopman,231
298,Prokofiev: Symphony No.1,Sergei Prokofiev & Yuri Temirkanov,232
299,Scheherazade,Chicago Symphony Orchestra & Fritz Reiner,233
300,Bach: The Brandenburg Concertos,Orchestra of The Age of Enlightenment,234
301,Chopin: Piano Concertos Nos. 1 & 2,"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",235
302,Mascagni: Cavalleria Rusticana,James Levine,236
303,Sibelius: Finlandia,Berliner Philharmoniker & Hans Rosbaud,237
304,Beethoven Piano Sonatas: Moonlight & Pastorale,Maurizio Pollini,238
305,Great Recordings of the Century - Mahler: Das Lied von der Erde,Gustav Mahler,240
306,Elgar: Cello Concerto & Vaughan Williams: Fantasias,"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",241
307,"Adams, John: The Chairman Dances",Edo de Waart & San Francisco Symphony,242
308,"Tchaikovsky: 1812 Festival Overture, Op.49, Capriccio Italien & Beethoven: Wellington's Victory",Antal Doráti & London Symphony Orchestra,243
309,Palestrina: Missa Papae Marcelli & Allegri: Miserere,Choir Of Westminster Abbey & Simon Preston,244
310,Prokofiev: Romeo & Juliet,Michael Tilson Thomas & San Francisco Symphony,245
312,Berlioz: Symphonie Fantastique,Michael Tilson Thomas & San Francisco Symphony,245
313,Bizet: Carmen Highlights,"Chor der Wiener Staatsoper, Herbert Von Karajan & Wiener Philharmoniker",246
314,English Renaissance,The King's Singers,247
316,Grieg: Peer Gynt Suites & Sibelius: Pelléas et Mélisande,Berliner Philharmoniker & Herbert Von Karajan,248
320,Mozart: Symphonies Nos. 40 & 41,Berliner Philharmoniker & Herbert Von Karajan,248
336,Prokofiev: Symphony No.5 & Stravinksy: Le Sacre Du Printemps,Berliner Philharmoniker & Herbert Von Karajan,248
317,Mozart Gala: Famous Arias,"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker",249
318,SCRIABIN: Vers la flamme,Christopher O'Riley,250
319,Armada: Music from the Courts of England and Spain,Fretwork,251
321,Back to Black,Amy Winehouse,252
322,Frank,Amy Winehouse,252
323,Carried to Dust (Bonus Track Version),Calexico,253
324,Beethoven: Symphony No. 6 'Pastoral' Etc.,Otto Klemperer & Philharmonia Orchestra,254
325,Bartok: Violin & Viola Concertos,Yehudi Menuhin,255
326,Mendelssohn: A Midsummer Night's Dream,Philharmonia Orchestra & Sir Neville Marriner,256
327,Bach: Orchestral Suites Nos. 1 - 4,"Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart",257
328,"Charpentier: Divertissements, Airs & Concerts",Les Arts Florissants & William Christie,258
329,South American Getaway,The 12 Cellists of The Berlin Philharmonic,259
330,Górecki: Symphony No. 3,Adrian Leaper & Doreen de Feis,260
331,Purcell: The Fairy Queen,"Roger Norrington, London Classical Players",261
332,The Ultimate Relexation Album,Charles Dutoit & L'Orchestre Symphonique de Montréal,262
333,Purcell: Music for the Queen Mary,"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",263
334,Weill: The Seven Deadly Sins,Kent Nagano and Orchestre de l'Opéra de Lyon,264
335,"J.S. Bach: Chaconne, Suite in E Minor, Partita in E Major & Prelude, Fugue and Allegro",Julian Bream,265
337,"Szymanowski: Piano Works, Vol. 1",Martin Roscoe,266
338,Nielsen: The Six Symphonies,Göteborgs Symfoniker & Neeme Järvi,267
339,Great Recordings of the Century: Paganini's 24 Caprices,Itzhak Perlman,268
340,Liszt - 12 Études D'Execution Transcendante,Michele Campanella,269
341,"Great Recordings of the Century - Shubert: Schwanengesang, 4 Lieder",Gerald Moore,270
342,"Locatelli: Concertos for Violin, Strings and Continuo, Vol. 3","Mela Tenenbaum, Pro Musica Prague & Richard Kapp",271
344,Schubert: The Late String Quartets & String Quintet (3 CD's),Emerson String Quartet,272
345,Monteverdi: L'Orfeo,"C. Monteverdi, Nigel Rogers - Chiaroscuro; London Baroque; London Cornett & Sackbu",273
346,Mozart: Chamber Music,Nash Ensemble,274
347,Koyaanisqatsi (Soundtrack from the Motion Picture),Philip Glass Ensemble,275
